INSERT DATA {
    :19960328-0002 :isRegistered1 "REG908"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG909"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG910"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG911"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG912"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG913"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG914"^^xsd:string .
    :19960328-0002 :isRegistered1 "REG915"^^xsd:string .
    :19980905-0003 rdf:type :Student .
    :19980905-0003 :StudentID "19980905-0003"^^xsd:string .
    :19980905-0003 :Graduated "False"^^xsd:boolean .
    :19980905-0003 :StudentName "Student 4"^^xsd:string .
    :19980905-0003 :StudentYear "2021"^^xsd:int .
    :19980905-0003 :isEnrolledIn "10012"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG916"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG917"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG918"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG919"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG920"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG921"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG922"^^xsd:string .
    :19980905-0003 :isRegistered1 "REG923"^^xsd:string .
    :19970413-0004 rdf:type :Student .
    :19970413-0004 :StudentID "19970413-0004"^^xsd:string .
    :19970413-0004 :Graduated "False"^^xsd:boolean .
    :19970413-0004 :StudentName "Student 5"^^xsd:string .
    :19970413-0004 :StudentYear "2017"^^xsd:int .
    :19970413-0004 :isEnrolledIn "10052"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG924"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG925"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG926"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG927"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG928"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG929"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG930"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG931"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG932"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG933"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG934"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG935"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG936"^^xsd:string .
    :19970413-0004 :isRegistered1 "REG937"^^xsd:string .
    :19990816-0005 rdf:type :Student .
    :19990816-0005 :StudentID "19990816-0005"^^xsd:string .
    :19990816-0005 :Graduated "False"^^xsd:boolean .
    :19990816-0005 :StudentName "Student 6"^^xsd:string .
    :19990816-0005 :StudentYear "2021"^^xsd:int .
    :19990816-0005 :isEnrolledIn "10021"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG938"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG939"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG940"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG941"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG942"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG943"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG944"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG945"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG946"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG947"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG948"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG949"^^xsd:string .
    :19990816-0005 :isRegistered1 "REG950"^^xsd:string .
    :19990626-0006 rdf:type :Student .
    :19990626-0006 :StudentID "19990626-0006"^^xsd:string .
    :19990626-0006 :Graduated "False"^^xsd:boolean .
    :19990626-0006 :StudentName "Student 7"^^xsd:string .
    :19990626-0006 :StudentYear "2020"^^xsd:int .
    :19990626-0006 :isEnrolledIn "10074"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG951"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG952"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG953"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG954"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG955"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG956"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG957"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG958"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG959"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG960"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG961"^^xsd:string .
    :19990626-0006 :isRegistered1 "REG962"^^xsd:string .
    :19950304-0007 rdf:type :Student .
    :19950304-0007 :StudentID "19950304-0007"^^xsd:string .
    :19950304-0007 :Graduated "False"^^xsd:boolean .
    :19950304-0007 :StudentName "Student 8"^^xsd:string .
    :19950304-0007 :StudentYear "2019"^^xsd:int .
    :19950304-0007 :isEnrolledIn "10071"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG963"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG964"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG965"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG966"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG967"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG968"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG969"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG970"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG971"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG972"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG973"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG974"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG975"^^xsd:string .
    :19950304-0007 :isRegistered1 "REG976"^^xsd:string .
    :19991025-0008 rdf:type :Student .
    :19991025-0008 :StudentID "19991025-0008"^^xsd:string .
    :19991025-0008 :Graduated "False"^^xsd:boolean .
    :19991025-0008 :StudentName "Student 9"^^xsd:string .
    :19991025-0008 :StudentYear "2018"^^xsd:int .
    :19991025-0008 :isEnrolledIn "10033"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG977"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG978"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG979"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG980"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG981"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG982"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG983"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG984"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG985"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG986"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG987"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG988"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG989"^^xsd:string .
    :19991025-0008 :isRegistered1 "REG990"^^xsd:string .
    :19950606-0009 rdf:type :Student .
    :19950606-0009 :StudentID "19950606-0009"^^xsd:string .
    :19950606-0009 :Graduated "False"^^xsd:boolean .
    :19950606-0009 :StudentName "Student 10"^^xsd:string .
    :19950606-0009 :StudentYear "2019"^^xsd:int .
    :19950606-0009 :isEnrolledIn "10042"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG991"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG992"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG993"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG994"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG995"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG996"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG997"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG998"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG999"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1000"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1001"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1002"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1003"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1004"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1005"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1006"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1007"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1008"^^xsd:string .
    :19950606-0009 :isRegistered1 "REG1009"^^xsd:string .
    :19951026-0010 rdf:type :Student .
    :19951026-0010 :StudentID "19951026-0010"^^xsd:string .
    :19951026-0010 :Graduated "False"^^xsd:boolean .
    :19951026-0010 :StudentName "Student 11"^^xsd:string .
    :19951026-0010 :StudentYear "2021"^^xsd:int .
    :19951026-0010 :isEnrolledIn "10011"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1010"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1011"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1012"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1013"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1014"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1015"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1016"^^xsd:string .
    :19951026-0010 :isRegistered1 "REG1017"^^xsd:string .
    :19990305-0011 rdf:type :Student .
    :19990305-0011 :StudentID "19990305-0011"^^xsd:string .
    :19990305-0011 :Graduated "False"^^xsd:boolean .
    :19990305-0011 :StudentName "Student 12"^^xsd:string .
    :19990305-0011 :StudentYear "2020"^^xsd:int .
    :19990305-0011 :isEnrolledIn "10041"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1018"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1019"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1020"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1021"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1022"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1023"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1024"^^xsd:string .
    :19990305-0011 :isRegistered1 "REG1025"^^xsd:string .
    :19970727-0012 rdf:type :Student .
    :19970727-0012 :StudentID "19970727-0012"^^xsd:string .
    :19970727-0012 :Graduated "False"^^xsd:boolean .
    :19970727-0012 :StudentName "Student 13"^^xsd:string .
    :19970727-0012 :StudentYear "2020"^^xsd:int .
    :19970727-0012 :isEnrolledIn "10052"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1026"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1027"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1028"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1029"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1030"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1031"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1032"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1033"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1034"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1035"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1036"^^xsd:string .
    :19970727-0012 :isRegistered1 "REG1037"^^xsd:string .
    :19990219-0013 rdf:type :Student .
    :19990219-0013 :StudentID "19990219-0013"^^xsd:string .
    :19990219-0013 :Graduated "False"^^xsd:boolean .
    :19990219-0013 :StudentName "Student 14"^^xsd:string .
    :19990219-0013 :StudentYear "2017"^^xsd:int .
    :19990219-0013 :isEnrolledIn "10012"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1038"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1039"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1040"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1041"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1042"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1043"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1044"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1045"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1046"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1047"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1048"^^xsd:string .
    :19990219-0013 :isRegistered1 "REG1049"^^xsd:string .
    :19970318-0014 rdf:type :Student .
    :19970318-0014 :StudentID "19970318-0014"^^xsd:string .
    :19970318-0014 :Graduated "False"^^xsd:boolean .
    :19970318-0014 :StudentName "Student 15"^^xsd:string .
    :19970318-0014 :StudentYear "2016"^^xsd:int .
    :19970318-0014 :isEnrolledIn "10051"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1050"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1051"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1052"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1053"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1054"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1055"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1056"^^xsd:string .
    :19970318-0014 :isRegistered1 "REG1057"^^xsd:string .
    :19970109-0015 rdf:type :Student .
    :19970109-0015 :StudentID "19970109-0015"^^xsd:string .
    :19970109-0015 :Graduated "False"^^xsd:boolean .
    :19970109-0015 :StudentName "Student 16"^^xsd:string .
    :19970109-0015 :StudentYear "2016"^^xsd:int .
    :19970109-0015 :isEnrolledIn "10021"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1058"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1059"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1060"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1061"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1062"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1063"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1064"^^xsd:string .
    :19970109-0015 :isRegistered1 "REG1065"^^xsd:string .
    :19950717-0016 rdf:type :Student .
    :19950717-0016 :StudentID "19950717-0016"^^xsd:string .
    :19950717-0016 :Graduated "False"^^xsd:boolean .
    :19950717-0016 :StudentName "Student 17"^^xsd:string .
    :19950717-0016 :StudentYear "2016"^^xsd:int .
    :19950717-0016 :isEnrolledIn "10042"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1066"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1067"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1068"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1069"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1070"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1071"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1072"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1073"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1074"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1075"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1076"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1077"^^xsd:string .
    :19950717-0016 :isRegistered1 "REG1078"^^xsd:string .
    :19990705-0017 rdf:type :Student .
    :19990705-0017 :StudentID "19990705-0017"^^xsd:string .
    :19990705-0017 :Graduated "False"^^xsd:boolean .
    :19990705-0017 :StudentName "Student 18"^^xsd:string .
    :19990705-0017 :StudentYear "2019"^^xsd:int .
    :19990705-0017 :isEnrolledIn "10053"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1079"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1080"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1081"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1082"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1083"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1084"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1085"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1086"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1087"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1088"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1089"^^xsd:string .
    :19990705-0017 :isRegistered1 "REG1090"^^xsd:string .
    :19971007-0018 rdf:type :Student .
    :19971007-0018 :StudentID "19971007-0018"^^xsd:string .
    :19971007-0018 :Graduated "False"^^xsd:boolean .
    :19971007-0018 :StudentName "Student 19"^^xsd:string .
    :19971007-0018 :StudentYear "2018"^^xsd:int .
    :19971007-0018 :isEnrolledIn "10072"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1091"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1092"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1093"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1094"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1095"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1096"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1097"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1098"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1099"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1100"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1101"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1102"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1103"^^xsd:string .
    :19971007-0018 :isRegistered1 "REG1104"^^xsd:string .
    :19990124-0019 rdf:type :Student .
    :19990124-0019 :StudentID "19990124-0019"^^xsd:string .
    :19990124-0019 :Graduated "False"^^xsd:boolean .
    :19990124-0019 :StudentName "Student 20"^^xsd:string .
    :19990124-0019 :StudentYear "2017"^^xsd:int .
    :19990124-0019 :isEnrolledIn "10041"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1105"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1106"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1107"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1108"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1109"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1110"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1111"^^xsd:string .
    :19990124-0019 :isRegistered1 "REG1112"^^xsd:string .
    :19990831-0020 rdf:type :Student .
    :19990831-0020 :StudentID "19990831-0020"^^xsd:string .
    :19990831-0020 :Graduated "False"^^xsd:boolean .
    :19990831-0020 :StudentName "Student 21"^^xsd:string .
    :19990831-0020 :StudentYear "2016"^^xsd:int .
    :19990831-0020 :isEnrolledIn "10061"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1113"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1114"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1115"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1116"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1117"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1118"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1119"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1120"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1121"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1122"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1123"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1124"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1125"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1126"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1127"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1128"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1129"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1130"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1131"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1132"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1133"^^xsd:string .
    :19990831-0020 :isRegistered1 "REG1134"^^xsd:string .
    :19971122-0021 rdf:type :Student .
    :19971122-0021 :StudentID "19971122-0021"^^xsd:string .
    :19971122-0021 :Graduated "False"^^xsd:boolean .
    :19971122-0021 :StudentName "Student 22"^^xsd:string .
    :19971122-0021 :StudentYear "2021"^^xsd:int .
    :19971122-0021 :isEnrolledIn "10054"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1135"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1136"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1137"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1138"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1139"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1140"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1141"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1142"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1143"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1144"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1145"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1146"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1147"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1148"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1149"^^xsd:string .
    :19971122-0021 :isRegistered1 "REG1150"^^xsd:string .
    :19980414-0022 rdf:type :Student .
    :19980414-0022 :StudentID "19980414-0022"^^xsd:string .
    :19980414-0022 :Graduated "False"^^xsd:boolean .
    :19980414-0022 :StudentName "Student 23"^^xsd:string .
    :19980414-0022 :StudentYear "2016"^^xsd:int .
    :19980414-0022 :isEnrolledIn "10073"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1151"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1152"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1153"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1154"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1155"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1156"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1157"^^xsd:string .
    :19980414-0022 :isRegistered1 "REG1158"^^xsd:string .
    :19980609-0023 rdf:type :Student .
    :19980609-0023 :StudentID "19980609-0023"^^xsd:string .
    :19980609-0023 :Graduated "False"^^xsd:boolean .
    :19980609-0023 :StudentName "Student 24"^^xsd:string .
    :19980609-0023 :StudentYear "2016"^^xsd:int .
    :19980609-0023 :isEnrolledIn "10042"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1159"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1160"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1161"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1162"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1163"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1164"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1165"^^xsd:string .
    :19980609-0023 :isRegistered1 "REG1166"^^xsd:string .
    :19980212-0024 rdf:type :Student .
    :19980212-0024 :StudentID "19980212-0024"^^xsd:string .
    :19980212-0024 :Graduated "False"^^xsd:boolean .
    :19980212-0024 :StudentName "Student 25"^^xsd:string .
    :19980212-0024 :StudentYear "2016"^^xsd:int .
    :19980212-0024 :isEnrolledIn "10042"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1167"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1168"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1169"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1170"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1171"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1172"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1173"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1174"^^xsd:string .
    :19980212-0024 :isRegistered1 "REG1175"^^xsd:string .
